popularity,release_date,rus,vote_average
19.986,2010-10-08,Элитный отряд: Враг внутри,7.8
25.447,2009-11-06,Мистер Никто,7.8
6.483,2010-01-26,Луи Си Кей: Уморительный,7.8
15.134,2013-01-01,Лучшее предложение,7.8
24.063,2001-06-06,Малхолланд Драйв,7.8
35.84,2021-09-23,Мой маленький пони: Новое поколение,7.8
53.319,2016-09-02,No Manches Frida,7.8
45.462,2014-10-16,"С любовью, Рози",7.8
10.19,1937-06-04,Великая Иллюзия,7.8
15.361,2004-09-16,Падение,7.8
37.762,2020-01-16,Ограбление века,7.8
9.566,1962-05-23,Чудотворец,7.8
12.041,1959-06-10,"Хиросима, моя любовь",7.8
50.227,1989-05-24,Индиана Джонс и последний крестовый поход,7.8
51.91,2010-09-03,Эль Инфьерно,7.8
11.525,2009-05-28,Переменная облачность,7.8
82.101,2022-09-30,Величайший пивной забег в истории!,7.8
11.008,2014-05-25,Нормальное сердце,7.8
9.488,1921-01-01,Призрачная карета,7.8
7.752,1963-11-27,Мошенники в Клевере,7.8
118.609,2001-11-01,Корпорация монстров.,7.8
14.899,2003-09-19,"Весна, лето, осень, зима... и весна",7.8
16.878,1932-02-12,Уроды,7.8
76.247,2003-05-30,В поисках Немо,7.8
11.233,1962-08-28,Vivre Sa Vie,7.8
34.867,2021-06-05,Исчезновение мамы: пропавшая Дженнифер Дулос,7.8
19.197,1993-11-10,Путь Карлито,7.8
11.522,1961-06-06,Сквозь темное стекло,7.8
15.573,2004-02-10,Перед закатом,7.8
8.354,1975-03-27,«Блюз белых воротничков»,7.8
14.033,1946-12-25,Лучшие годы нашей жизни,7.8
13.679,2015-12-03,Земля Шахты,7.8
16.202,1957-10-11,Мост через реку Квай,7.8
171.856,2005-11-16,Гарри Поттер и Кубок огня,7.8
61.538,2021-12-03,Снова в австралийскую глубинку,7.8
9.138,1962-04-12,Затмение,7.8
6.067,2015-01-22,Мир завтрашнего дня,7.8
17.599,2015-09-01,Обычное шоу: Фильм,7.8
20.787,2015-11-06,В центре внимания,7.8
15.735,2001-12-14,Kabhi Khushi Kabhie Gham,7.8
15.166,1980-04-26,Кагемуша,7.8
15.766,2003-05-28,Интерстелла 5555,7.8
12.922,1975-08-01,Собачий полдень,7.8
50.895,2017-02-28,Логан,7.8
20.623,2009-02-07,Одарённые руки: история Бена Карсона,7.8
20.257,2007-09-11,В дикую природу,7.8
16.04,1987-05-17,Крылья желания,7.8
45.32,2021-08-30,Mortal Kombat Legends: Битва миров,7.8
15.371,1968-06-12,Ребенок Розмари,7.8
107.901,2009-02-05,Коралина,7.8
32.749,2015-08-28,Военный штаб,7.8
14.731,2016-09-22,Моя жизнь как цуккини,7.8
15.79,2002-12-12,Адские дела,7.8
14.098,2020-04-30,Богатый любовью,7.8
41.066,2019-08-02,Потомки 3,7.8
15.478,2004-11-05,Незабываемый момент,7.8
23.838,2005-09-10,Горбатая гора,7.8
21.995,2018-10-04,Константин: Город демонов — Фильм,7.8
20.547,1975-05-25,Монти Пайтон и Святой Грааль,7.8
29.615,2018-03-22,Полуночное Солнце,7.8
10.762,1962-11-18,Осенний полдень,7.8
8.66,1924-12-23,Последний смех,7.8
12.323,2004-10-15,3-Iron,7.8
9.665,1942-12-04,Инцидент в Окс-Боу,7.8
11.368,1966-06-22,Кто боится Вирджинии Вульф?,7.8
60.621,2010-03-18,Как приручить дракона,7.8
10.564,1985-05-15,Мисима: Жизнь в четырех главах,7.8
9.924,1988-01-01,Короткометражный фильм о любви,7.8
10.187,1960-02-08,Девственный источник,7.8
629.791,2022-10-07,На Западном фронте всё спокойно,7.8
8.332,1974-09-19,Женщина под воздействием алкоголя,7.8
12.232,1982-12-17,Фанни и Александр,7.8
18.639,2010-08-12,Я видел дьявола,7.8
27.337,2000-09-01,Снэтч,7.8
10.25,1964-10-07,Отказоустойчивость,7.8
70.251,2010-06-16,История игрушек 3,7.8
13.212,2003-05-19,Догвилль,7.8
13.389,2015-07-30,Дришьям,7.8
34.937,2021-11-18,Король Ричард,7.8
15.242,1982-12-18,Король комедии,7.8
36.063,2021-04-23,Рурони Кэнсин: Финал,7.8
22.087,2018-06-27,Ведьма: Часть 1. Подрывная деятельность,7.8
24.23,2010-07-27,Бэтмен: Под красным капюшоном,7.8
93.669,2007-06-28,Рататуй,7.8
27.657,2001-10-24,Донни Дарко,7.8
9.292,2008-06-27,Престо,7.8
143.321,2021-07-02,Семь смертных грехов: Проклятые светом,7.8
28.276,2013-07-20,Ветер поднимается,7.8
15.801,2018-10-03,Никогда не отводите взгляд,7.8
9.432,1979-04-25,Манхэттен,7.8
12.978,1975-03-07,Темно-красный,7.8
12.157,1946-08-21,Печально известный,7.8
6.245,2000-09-01,Сто шагов,7.8
20.514,2006-10-01,Паприка,7.8
30.668,2015-08-11,Прямо из Комптона,7.8
1.192,2003-08-22,Лисбела и узник,7.8
13.363,2012-12-12,Эрнест и Селестина,7.8
22.792,2006-07-15,"Девушка, которая перепрыгнула через время",7.8
14.446,1962-04-15,"Человек, застреливший Либерти Вэланса",7.8
24.701,1992-07-18,Порко Россо,7.8
8.833,1967-12-16,Время игры,7.8
9.279,1960-07-07,Унаследуй ветер,7.8
9.517,2015-06-17,Мустанг,7.8
10.804,1952-05-09,Запрещенные игры,7.8
20.761,1997-09-19,L.A. Confidential,7.8
73.093,2003-07-09,Пираты Карибского моря: Проклятие Чёрной жемчуги,7.8
13.041,2017-09-01,Божья собственная страна,7.8
11.487,2015-08-27,Держать мужчину,7.8
21.066,1993-06-05,Свиток ниндзя,7.8
26.723,1993-09-14,Бронксская история,7.8
9.64,2018-11-21,Плохие семена,7.8
48.834,2019-07-25,Красные башмачки и семь гномов,7.8
35.792,1976-11-21,Рокки,7.8
12.826,2007-06-16,Приют,7.8
17.12,2008-02-14,Преследователь,7.8
13.096,2013-08-23,Краткосрочный 12,7.8
9.627,1964-12-18,Брак по-итальянски,7.8
14.401,1977-04-19,Энни Холл,7.8
27.346,2012-09-20,Хорошо быть тихоней,7.8
132.38,2010-10-06,Гарри Поттер и Дары Смерти: Часть 1,7.8
23.0,2009-10-23,Фантастический мистер Фокс,7.8
13.245,1989-06-14,Поступай правильно,7.8
15.411,2016-01-08,Кизумоногатари. Часть 1: Теккецу,7.8
17.297,1958-03-30,Прикосновение зла,7.8
17.235,2019-08-30,Tod@s Caen,7.8
55.662,2012-07-16,Темный рыцарь: Восстание,7.8
7.96,1984-12-20,Остаётся только плакать.,7.8
20.914,2006-09-15,Юные Титаны: Проблемы в Токио,7.8
17.977,1930-04-29,На Западном фронте всё спокойно,7.8
10.095,1943-01-01,Сетки послеполуденного времени,7.8
71.794,2022-06-22,Элвис,7.8
20.498,1997-03-21,Селена,7.8
13.958,1985-12-18,Цвет пурпура,7.8
12.904,2021-03-12,Война лайков,7.8
10.762,2019-08-29,Бакурау,7.8
66.935,2019-01-03,Как приручить дракона: Скрытый мир,7.8
178.078,2022-03-24,РРР,7.8
9.023,1998-04-15,Игра в ужин,7.8
17.078,2003-12-25,Большая рыба,7.8
19.321,1985-02-15,Клуб завтрака,7.8
23.147,1987-06-03,Неприкасаемые,7.8
14.354,1941-10-18,Мальтийский сокол,7.8
48.466,2021-07-21,Охотники на троллей: Восстание титанов,7.8
32.606,2020-07-24,«Будка поцелуев 2»,7.8
9.19,1945-11-24,Краткая встреча,7.8
36.675,2020-02-29,Вперед!,7.8
31.027,2017-10-03,Преступники,7.8
5.759,2014-12-25,Доктор Кто: Прошлое Рождество,7.8
67.244,2010-12-03,Три шага над небесами,7.8
13.496,2010-02-16,Скуби-Ду! Абракадабра-Ду!,7.8
10.772,1946-12-15,Вопрос жизни и смерти,7.8
13.31,1979-08-17,Жизнь Брайана,7.8
23.014,2021-12-10,Анонимно Ваш,7.8
53.446,2016-07-20,Поезд в Пусан,7.8
8.562,2020-08-08,"Если что-нибудь случится, я тебя люблю.",7.8
6.846,2019-09-05,K-12,7.8
7.081,2016-08-31,Божества,7.8
11.441,2012-09-20,Любовь,7.8
19.085,1990-12-04,Пробуждения,7.8
25.566,2019-09-28,История брака,7.8
18.024,1988-12-11,Человек дождя,7.8
20.688,2019-10-21,Меня больше нет.,7.8
16.352,2017-02-09,Искусственный город,7.8
10.564,2011-02-15,Туринская лошадь,7.8
23.086,2012-08-21,"Бэтмен: Возвращение Тёмного рыцаря, часть 1",7.8
12.999,2002-11-02,Сумеречный самурай,7.8
43.009,1988-07-15,Крепкий орех,7.8
8.67,2000-08-31,Девять королев,7.8
28.687,1990-11-30,Невзгоды,7.8
15.005,1967-06-22,Хладнокровный Люк,7.8
12.443,2014-09-12,Гордость,7.8
7.141,2013-06-21,Моя мама — это личность.,7.8
38.373,2006-10-10,Лабиринт Пана,7.8
27.896,1986-12-19,Взвод,7.8
32.553,2006-09-19,Барби в фильме «12 танцующих принцесс»,7.7
25.094,2021-11-11,Тик-так... БУМ!,7.7
7.297,1980-03-19,Король и пересмешник,7.7
31.115,2002-01-25,Прогулка в память,7.7
15.955,1956-05-07,Искатели,7.7
15.422,1985-12-22,Яйцо ангела,7.7
16.325,1980-06-16,Братья Блюз,7.7
8.271,1973-10-08,Дух улья,7.7
40.674,1989-11-22,"Назад в будущее, часть 2",7.7
708.813,2022-11-04,Энола Холмс 2,7.7
16.603,2020-11-20,Звук металла,7.7
90.823,2016-02-11,Зверополис,7.7
95.085,2014-10-24,Большой герой 6,7.7
9.923,1969-12-10,"Они же стреляют в лошадей, правда?",7.7
15.152,2008-12-12,Ип Ман,7.7
20.0,1992-12-23,Аромат женщины,7.7
10.741,2016-06-16,Моди,7.7
34.969,2003-01-01,Мистическая река,7.7
15.984,2016-12-07,Двое — это семья.,7.7
28.664,2019-01-11,Белая змея,7.7
14.484,2020-09-25,Суд над «Чикагской семеркой»,7.7
12.168,2016-10-21,"Я, Дэниел Блейк",7.7
8.523,2010-06-17,День и ночь,7.7
10.747,2010-02-06,Темпл Грандин,7.7
9.722,2006-12-25,Доктор Кто: Сбежавшая невеста,7.7
12.133,1999-10-15,Прямая история,7.7
5.675,1982-12-22,"Мои друзья, Акт II",7.7
26.258,2015-12-25,Омерзительная восьмерка,7.7
4.727,2010-07-18,Я не хочу возвращаться одна.,7.7
15.172,2010-11-26,«Король говорит»,7.7
8.186,1961-09-25,Аккаттоне,7.7
16.697,2020-04-17,Уроки персидского языка,7.7
10.831,2017-08-23,BPM (ударов в минуту),7.7
11.961,1971-10-20,"Утка, ты дурак!",7.7
26.687,2008-11-12,Миллионер из трущоб,7.7
72.697,1991-10-22,Красавица и чудовище,7.7
36.425,1956-10-05,Десять заповедей,7.7
10.368,1961-09-25,Мошенник,7.7
9.624,1953-05-29,Шталаг 17,7.7
12.077,1974-06-05,Али: Страх пожирает душу,7.7
15.035,1971-11-03,Скрипач на крыше,7.7
41.949,2022-05-11,Парковщик,7.7
8.743,1962-04-11,Клео с 5 до 7 лет,7.7
40.561,2017-02-18,Sword Art Online: The Movie – Ordinal Scale,7.7
11.798,1998-06-19,Празднование,7.7
22.103,1993-12-22,Филадельфия,7.7
174.996,2002-11-13,Гарри Поттер и Тайная комната,7.7
16.97,2009-05-28,Мать,7.7
51.392,2008-07-19,Понио,7.7
19.026,1999-12-10,Магнолия,7.7
101.981,2021-03-24,Годзилла против Конга,7.7
44.392,1973-12-26,Экзорцист,7.7
17.92,1922-02-16,Носферату,7.7
17.454,1993-12-17,Неправильные брюки,7.7
12.419,2019-05-23,Предатель,7.7
7.116,1969-06-04,Моя ночь у Мод,7.7
36.334,1964-12-29,Квайдан,7.7
58.64,2021-06-04,«Рурони Кэнсин: Начало»,7.7
98.171,2019-05-15,"Гангстер, коп, дьявол",7.7
10.677,2018-03-13,Рики Гервейс: Человечество,7.7
19.289,2014-09-13,«Рурони Кэнсин. Часть III: Легенда заканчивается».,7.7
10.288,1997-11-24,Игра Гери,7.7
18.125,1995-09-06,Падшие ангелы,7.7
6.003,2015-11-13,Джон Мулани: Возвращение в спорт,7.7
44.322,2022-04-29,Раздавить,7.7
42.113,2019-08-02,"Отец, есть только один.",7.7
16.49,2004-03-17,Хор,7.7
47.654,2019-08-22,Победитель,7.7
141.981,2022-03-17,Плохие парни,7.7
8.689,1961-12-19,Детский час,7.7
20.561,1965-03-29,Звуки музыки,7.7
22.137,2004-03-04,Отель Руанда,7.7
36.366,1990-12-05,Эдвард Руки-ножницы,7.7
11.866,2008-06-28,Всё ещё иду,7.7
7.183,2012-10-09,Разорванный круг,7.7
247.427,2022-03-01,Бэтмен,7.7
118.906,2012-04-25,Мстители,7.7
15.537,1964-11-21,Онибаба,7.7
10.971,1988-12-21,Время цыган,7.7
15.042,1951-06-27,Незнакомцы в поезде,7.7
11.273,1995-04-11,Подземный,7.7
14.303,1963-12-05,Шарада,7.7
19.535,2020-09-24,Ещё один раунд,7.7
23.894,2013-09-02,Торопиться,7.7
117.383,2001-05-18,Шрек,7.7
12.912,2017-06-21,Большой злой лис и другие сказки,7.7
14.396,1939-03-03,Дистрикт,7.7
172.622,2009-07-07,Гарри Поттер и Принц-полукровка,7.7
6.624,2017-03-21,Дэйв Шаппелл: Эпоха манипуляций,7.7
9.178,1950-12-04,Харви,7.7
8.797,1963-03-28,Леопард,7.7
11.279,1958-08-29,Кошка на раскаленной жестяной крыше,7.7
